"","city","avgRating"
"12978","Kerhonkson",NA
"12979","Upper Nyack",0.9
"12980","East Shoreham",0.891
"12981","Webster",0.948
"12982","Syosset",0.9
"12983","Sloatsburg",0.912
"12984","Greenwich",NA
"12985","Yorktown Heights",0.903
"12986","Milford",NA
"12987","West Hurley",NA
"12988","Sidney",NA
"12989","Northampton",0.896
"12990","Rhinebeck",NA
"12991","Amity",0.913
"12992","East Meadow",0.898
"12993","South Otselic",NA
"12994","Camillus",0.917
"12995","Molyneaux Corners",NA
"12996","Parish",0.894
"12997","Montauk",NA
"12998","West Falls",0.921
"12999","Bellerose Terrace",0.898
"13000","Angola on the Lake",0.908
"13001","De Kalb Junction",NA
"13002","Tivoli",NA
"13003","East Rockaway",0.897
"13004","Crystal Beach",0.935
"13005","Kaser",0.898
"13006","Crompond",0.907
"13007","Gang Mills",NA
"13008","Tannersville",NA
"13009","Apalachin",NA
"13010","Castorland",NA
"13011","Harris Hill",0.897
"13012","Oneonta",NA
"13013","Bloomingburg",0.92
"13014","Centre Island",0.897
"13015","Mineville",NA
"13016","Tribes Hill",NA
"13017","Owego",0.909
"13018","West Carthage",NA
"13019","Port Leyden",NA
"13020","Wampsville",0.919
"13021","Wheatley Heights",0.91
"13022","Montebello",0.898
"13023","Middleburgh",NA
"13024","Lyon Mountain",NA
"13025","Silver Creek",NA
"13026","Sackets Harbor",NA
"13027","Barker",NA
"13028","Kenmore",NA
"13029","Smallwood",NA
"13030","Belmont",NA
"13031","Lorraine",NA
"13032","Greenlawn",0.909
"13033","Scottsville",0.933
"13034","Long Beach",0.898
"13035","Lowville",NA
"13036","Kings Park",0.903
"13037","Belle Terre",0.902
"13038","Milton",NA
"13039","Bellmore",0.899
"13040","Holbrook",0.894
"13041","Hammondsport",0.86
"13042","Rock Hill",0.918
"13043","Perry",0.866
"13044","East Garden City",0.898
"13045","Piermont",0.899
"13046","Arcade",NA
"13047","Galway",NA
"13048","Gainesville",NA
"13049","Nedrow",0.92
"13050","Sand Ridge",0.919
"13051","Mount Upton",NA
"13052","Griffins Mills",0.919
"13053","Pine Island",0.911
"13054","Alfred",NA
"13055","Sloan",0.897
"13056","Copake Falls",NA
"13057","East Williston",0.898
"13058","Shortsville",0.941
"13059","Gilbertsville",NA
"13060","Portageville",NA
"13061","Port Byron",0.926
"13062","Bohemia",0.887
"13063","Tuckahoe",0.896
"13064","Valatie",0.899
"13065","Brentwood",0.909
"13066","Cuba",NA
"13067","Guilford",NA
"13068","Troy",NA
"13069","Nyack",0.901
"13070","Halesite",0.908
"13071","Fort Johnson",NA
"13072","Mount Sinai",0.905
"13073","Millwood",0.914
"13074","North New Hyde Park",0.898
"13075","Rushville",0.93
"13076","Oakfield",NA
"13077","Ellisburg",NA
"13078","Southport",NA
"13079","Islip Terrace",0.887
"13080","Bemus Point",NA
"13081","Great Neck",0.898
"13082","East Northport",0.903
"13083","Eden",0.917
"13084","Hewlett Bay Park",0.897
"13085","Wendelville",NA
"13086","Jericho",0.899
"13087","Waverly",NA
"13088","Parishville",NA
"13089","Three Mile Bay",0.897
"13090","Elmira Heights",0.905
"13091","Canajoharie",0.894
"13092","Ripley",NA
"13093","Orange Lake",0.914
"13094","Chester",0.911
"13095","East Kingston",NA
"13096","Davenport Center",NA
"13097","Oxbow",NA
"13098","Roosevelt Beach",NA
"13099","Gasport",0.897
"13100","Raquette Lake",NA
"13101","Attica",0.909
"13102","West Point",0.914
"13103","Madison",NA
"13104","Minetto",0.893
"13105","Watkins Glen",0.917
"13106","Bloomville",NA
"13107","Windom",0.905
"13108","Ithaca",NA
"13109","Great River",0.883
"13110","Oriskany",NA
"13111","Hewlett Harbor",0.897
"13112","Adams Center",NA
"13113","Searingtown",0.898
"13114","West Sand Lake",NA
"13115","Dering Harbor",0.908
"13116","Larchmont",0.896
"13117","Fernwood",NA
"13118","Archville",0.9
"13119","Westhampton Beach",0.901
"13120","Scotchtown",0.918
"13121","Rensselaer",0.92
"13122","Pleasant Valley",NA
"13123","Thendara",NA
"13124","Elizabethtown",NA
"13125","North Lindenhurst",0.894
"13126","Wolcott",NA
"13127","Angelica",NA
"13128","Altona",NA
"13129","Mattituck",0.91
"13130","Carthage",NA
"13131","San Remo",0.905
"13132","Stone Ridge",NA
"13133","Islip",0.884
"13134","Cassadaga",NA
"13135","Frewsburg",0.928
"13136","Greenville",NA
"13137","Holland Patent",0.924
"13138","Edmeston",NA
"13139","Jamesville",0.915
"13140","Amawalk",0.907
"13141","Clintondale",NA
"13142","North Amityville",0.891
"13143","Island Park",0.898
"13144","Rotterdam",NA
"13145","Granite Springs",0.906
"13146","Manlius",0.919
"13147","North Bellmore",0.895
"13148","Coopers Plains",NA
"13149","Muttontown",0.902
"13150","Cedarhurst",0.897
"13151","Yonkers",0.896
"13152","Lawrence",0.897
"13153","Rensselaer Falls",NA
"13154","Glen Aubrey",NA
"13155","Brooklyn",0.897
"13156","East Aurora",0.919
"13157","Sandy Beach",NA
"13158","Massena",NA
"13159","Holtsville",0.89
"13160","Central Square",0.903
"13161","Ardsley",0.899
"13162","Point Lookout",0.895
"13163","Binghamton",NA
"13164","Gardnertown",0.915
"13165","Oneida Castle",0.912
"13166","Blairville",NA
"13167","Ames",0.895
"13168","Blauvelt",0.899
"13169","Lake Success",0.898
"13170","Trumansburg",0.915
"13171","Water Valley",0.91
"13172","Sidney Center",NA
"13173","Spring Valley",0.898
"13174","Hewlett",0.897
"13175","Village of the Branch",0.88
"13176","Lake Clear",NA
"13177","Rifton",NA
"13178","Mahopac",0.911
"13179","Big Flats",NA
"13180","Oneida",0.912
"13181","Athol Springs",0.905
"13182","Mariaville Lake",NA
"13183","Belleville",NA
"13184","Franklin",NA
"13185","Niskayuna",NA
"13186","La Fargeville",NA
"13187","Callicoon",NA
"13188","Gowanda",NA
"13189","Highland",NA
"13190","Voorheesville",NA
"13191","Cherry Valley",NA
"13192","Myers Corner",0.92
"13193","West Hills",0.91
"13194","Natural Bridge",NA
"13195","Congers",0.9
"13196","Crotonville",0.915
"13197","Eatons Neck",0.908
"13198","Rapids",NA
"13199","Lake Luzerne",NA
"13200","Staatsburg",NA
"13201","Helena",NA
"13202","Busti",NA
"13203","Getzville",NA
"13204","Malden-on-Hudson",NA
"13205","Lakeville",0.937
"13206","Bainbridge",NA
"13207","Virgil",NA
"13208","Kings Point",0.898
"13209","Schaghticoke",NA
"13210","Pawling",0.92
"13211","Lancaster",0.899
"13212","Water Mill",0.905
"13213","Union Springs",0.928
"13214","Peru",NA
"13215","Phoenix",0.923
"13216","Chazy",NA
"13217","Lincolndale",0.906
"13218","Hudson",NA
"13219","Plainview",0.899
"13220","Fort Plain",0.898
"13221","Roslyn Harbor",0.896
"13222","Thomaston",0.898
"13223","Acra",NA
"13224","Cambria Center",NA
"13225","Bennetts Corners",0.911
"13226","Sleepy Hollow",0.901
"13227","Cold Spring Harbor",0.91
"13228","Altamont",NA
"13229","North Merrick",0.898
"13230","Peach Lake",0.909
"13231","Dunkirk",NA
"13232","Ellicott",0.91
"13233","Manhattan",0.898
"13234","Beacon",0.914
"13235","Keuka Park",NA
"13236","Mechanicstown",0.917
"13237","Spencerport",0.935
"13238","Smithville Flats",NA
"13239","Geneva",NA
"13240","Whitehall",NA
"13241","East Ithaca",NA
"13242","Savannah",0.922
"13243","Kennedy",0.936
"13244","Garden City Park",0.898
"13245","Wells",NA
"13246","Meridian",0.92
"13247","South Floral Park",0.898
"13248","Dannemora",NA
"13249","Wellsville",NA
"13250","Burke",NA
"13251","West Elmira",NA
"13252","South Glens Falls",NA
"13253","Ghent",NA
"13254","Van Etten",0.915
"13255","Skaneateles",0.923
"13256","West Islip",0.879
"13257","Mount Vernon",0.896
"13258","Stottville",NA
"13259","Johnstown",0.909
"13260","Solvay",0.917
"13261","Felts Mills",NA
"13262","Deferiet",NA
"13263","Goldens Bridge",0.902
"13264","Hicksville",0.899
"13265","Malverne Park Oaks",0.897
"13266","Greigsville",0.911
"13267","South Wilson",NA
"13268","Roscoe",NA
"13269","Galeville",0.917
"13270","Hunt",NA
"13271","Wilmington",NA
"13272","Mannsville",NA
"13273","Glen Cove",0.901
"13274","Au Sable Forks",NA
"13275","Scotia",NA
"13276","Pekin",NA
"13277","Corinth",NA
"13278","Derby",0.908
"13279","Kinderhook",NA
"13280","Brownville",NA
"13281","Nelliston",0.894
"13282","Munsons Corners",NA
"13283","Gloversville",NA
"13284","Melville",0.91
"13285","Redwood",NA
"13286","Prospect",NA
"13287","East Hampton",0.915
"13288","Limestone",NA
"13289","Fairmount",0.919
"13290","North Ridge",NA
"13291","Eastchester",0.896
"13292","Tully",0.923
"13293","Orient",0.907
"13294","Taconic Shores",NA
"13295","Elwood",0.903
"13296","Stamford",NA
"13297","New Suffolk",0.909
"13298","Black River",NA
"13299","Heritage Hills",0.906
"13300","Earlville",NA
"13301","Warsaw",NA
"13302","Manhasset",0.898
"13303","Staten Island",0.898
"13304","New Hyde Park",0.898
"13305","Westmoreland City",0.927
"13306","Glen Riddle",0.908
"13307","Weissport",NA
"13308","Cooperstown",NA
"13309","Cross Creek",0.921
"13310","Pleasant Hill",0.91
"13311","North Wales",0.907
"13312","Duncannon",0.928
"13313","Vinco",0.924
"13314","Liverpool",0.906
"13315","Oakdale",0.927
"13316","Chinchilla",NA
"13317","Robesonia",0.905
"13318","Hookstown",0.927
"13319","Upland",0.908
"13320","Wallenpaupack Lake Estates",NA
"13321","Brackenridge",0.926
"13322","Montrose",NA
"13323","Industry",0.93
"13324","West Bristol",0.915
"13325","Ringtown",0.918
"13326","Piney Fork",0.925
"13327","Parryville",NA
"13328","Exeter",NA
"13329","Thomas",0.928
"13330","Templeton",NA
"13331","Kelayres",NA
"13332","McClure",NA
"13333","Raubsville",NA
"13334","Marklesburg",NA
"13335","Fallston",0.93
"13336","Forest Grove",0.927
"13337","Windsor",0.906
"13338","Sandy",NA
"13339","Villanova",0.904
"13340","Evansburg",0.91
"13341","Pomeroy",0.906
"13342","Chicora",NA
"13343","Lewis Run",NA
"13344","Worcester",0.911
"13345","Montrose Manor",0.896
"13346","Lamar",NA
"13347","Holtwood",0.916
"13348","Hilldale",NA
"13349","Clarendon",NA
"13350","Tionesta",NA
"13351","Hunterstown",0.915
"13352","Penndel",0.915
"13353","Twilight",0.927
"13354","Tobyhanna",NA
"13355","Irwin",0.925
"13356","Clarion",NA
"13357","Millersville",0.909
"13358","Stiles",NA
"13359","Wrightsville",0.906
"13360","Ernest",0.926
"13361","Camp Hill",0.916
"13362","South Fork",0.929
"13363","Stevensville",NA
"13364","Dravosburg",0.925
"13365","Queen",NA
"13366","Blanchard",0.931
"13367","Delmont",0.928
"13368","Osceola Mills",0.917
"13369","Mount Eagle",NA
"13370","Glen Campbell",NA
"13371","Russellville",0.915
"13372","Canonsburg",0.926
"13373","Allensville",0.923
"13374","Grove City",NA
"13375","Atlasburg",0.921
"13376","Warrensville",NA
"13377","Sandy Lake",NA
"13378","Primrose",0.93
"13379","Big Run",NA
"13380","Northwood",0.92
"13381","Cresson",NA
"13382","Green Ridge",0.908
"13383","Akron",0.905
"13384","Rices Landing",NA
"13385","Ellport",NA
"13386","Gardners",0.917
"13387","Clarks Summit",NA
"13388","Quakertown",NA
"13389","Blossburg",NA
"13390","Worthville",NA
"13391","Applewold",NA
"13392","Hatboro",0.909
"13393","Virginville",NA
"13394","Blakeslee",NA
"13395","Crown",NA
"13396","Bryn Athyn",0.909
"13397","Centerville",0.919
"13398","Pen Mar",0.906
"13399","Willowdale",0.912
"13400","Forestville",0.912
"13401","Mount Nebo",0.927
"13402","West Vandergrift",0.933
"13403","Schenley",0.928
"13404","Ford Cliff",0.953
"13405","Homeacre",0.93
"13406","Eagle",0.912
"13407","Leacock",0.907
"13408","Sharpsburg",0.926
"13409","Folcroft",0.908
"13410","Everson",NA
"13411","Scarlets Mill",0.903
"13412","Renningers",0.903
"13413","Greenock",0.925
"13414","Sewickley Hills",0.927
"13415","Chapman",NA
"13416","Carnot",0.929
"13417","Mount Morris",NA
"13418","Buckhorn",0.921
"13419","Connellsville",NA
"13420","New Baltimore",NA
"13421","Avella",0.875
"13422","Hegins",0.915
"13423","Ebensburg",0.923
"13424","Schwenksville",0.912
"13425","Level Green",0.925
"13426","New Oxford",0.913
"13427","Cheswick",0.926
"13428","Wallaceton",NA
"13429","Frankfort Springs",0.926
"13430","Kenilworth",0.914
"13431","Chalfant",0.925
"13432","Windber",0.93
"13433","West Conshohocken",0.904
"13434","State College",NA
"13435","North East",NA
"13436","Montgomery",0.913
"13437","Spring Ridge",0.898
"13438","Nazareth",NA
"13439","Addison",NA
"13440","Harrisburg",0.917
"13441","Mount Cobb",NA
"13442","Landisburg",0.93
"13443","Amity Gardens",0.909
"13444","Sugarcreek",NA
"13445","Hopewell",NA
"13446","Wilcox",NA
"13447","Portersville",NA
"13448","Hickory",0.919
"13449","Colony Park",0.9
"13450","Eagles Mere",NA
"13451","Woodbourne",0.915
"13452","Adamsburg",0.927
"13453","Inkerman",NA
"13454","Rohrsburg",NA
"13455","Trevorton",NA
"13456","Lyndell",0.909
"13457","White Oak",0.925
"13458","Croft",NA
"13459","Westline",NA
"13460","Harmar Heights",0.928
"13461","Walnutport",NA
"13462","Cyclone",NA
"13463","Lanesboro",NA
"13464","South Pottstown",0.91
"13465","Lansdale",0.908
"13466","Toughkenamon",0.911
"13467","Millersburg",0.926
"13468","Big Bass Lake",NA
"13469","Seven Valleys",0.904
"13470","Muse",0.927
"13471","Oberlin",0.911
"13472","Rillton",0.927
"13473","New Milford",NA
"13474","Elkland",NA
"13475","Chatham",0.909
"13476","West Homestead",0.925
"13477","Swartzville",0.902
"13478","Silverville",0.931
"13479","Trumbauersville",NA
"13480","Swarthmore",0.908
"13481","Glenmoore",0.901
"13482","Shenandoah Heights",0.917
"13483","Rote",NA
"13484","Olyphant",NA
"13485","North Washington",0.931
"13486","Cambridge",0.895
"13487","Clinton",0.928
"13488","Lemoyne",0.916
"13489","Orangeville",0.912
"13490","Chalfont",0.908
"13491","Hampton",0.923
"13492","Loganton",NA
"13493","Mertztown",NA
"13494","Lumber City",NA
"13495","Camptown",NA
"13496","Arlington Heights",NA
"13497","Broad Top City",NA
"13498","Pocono Springs",NA
"13499","Mount Carbon",0.903
"13500","Stonybrook",0.905
"13501","Summit Hill",0.901
"13502","East Bangor",NA
"13503","Geistown",0.929
"13504","Waterford",NA
"13505","Chevy Chase Heights",0.926
"13506","Shamokin",0.908
"13507","Sand Hill",0.9
"13508","Murrysville",0.928
"13509","Hannasville",NA
"13510","Shoemakersville",0.9
"13511","Collinsburg",0.927
"13512","West Chester",0.902
"13513","Fernway",0.932
"13514","Creekside",0.919
"13515","McKnightstown",0.908
"13516","Vowinckel",NA
"13517","Forksville",NA
"13518","Coplay",NA
"13519","Thorndale",0.909
"13520","Tremont",0.915
"13521","Red Lion",0.907
"13522","Fairless Hills",0.915
"13523","Croydon",0.915
"13524","Perryopolis",0.927
"13525","Cassandra",0.924
"13526","Sayre",NA
"13527","Farmington",NA
"13528","New Hope",0.904
"13529","Darragh",0.926
"13530","Saint Petersburg",NA
"13531","Linwood",0.908
"13532","Kenhorst",0.904
"13533","Devon",0.907
"13534","Kittanning",NA
"13535","Klingerstown",0.905
"13536","Kenmar",0.914
"13537","Wilmerding",0.925
"13538","Meshoppen",NA
"13539","Ogden",0.908
"13540","Benton",NA
"13541","Nanticoke",NA
"13542","Sterling Run",NA
"13543","Colver",0.925
"13544","Beallsville",0.926
"13545","Ardmore",0.91
"13546","Kingston",NA
"13547","Saylorsburg",NA
"13548","Rupert",0.906
"13549","Worthington",NA
"13550","New London",0.921
"13551","Halfway House",0.908
"13552","Armagh",0.932
"13553","Martins Creek",NA
"13554","Canadohta Lake",NA
"13555","Paradise",0.907
"13556","Powell",NA
"13557","Santiago",0.928
"13558","Pen Argyl",NA
"13559","Rural Ridge",0.928
"13560","Davidson Heights",0.928
"13561","Koppel",NA
"13562","Foot of Ten",0.913
"13563","Millville",NA
"13564","Fannettsburg",0.901
"13565","Oneida",0.918
"13566","Eagleville",0.91
"13567","Titusville",NA
"13568","New Albany",NA
"13569","Weatherly",NA
"13570","Numidia",0.911
"13571","Washington",0.916
"13572","Waynesburg",NA
"13573","Ludwigs Corner",0.91
"13574","Alleghenyville",0.898
"13575","Heilwood",0.918
"13576","Downingtown",0.912
"13577","Ashville",0.925
"13578","Atglen",0.905
"13579","Indianola",0.928
"13580","Hartleton",NA
"13581","Burgettstown",0.93
"13582","River View Park",0.894
"13583","Butler",0.93
"13584","Narberth",0.91
"13585","Elkins Park",0.909
"13586","Mundys Corner",0.929
"13587","Perryville",0.929
"13588","Saint Clair",0.903
"13589","Munhall",0.925
"13590","Saltsburg",0.928
"13591","Sonestown",NA
"13592","Lenkerville",0.919
"13593","Cleona",0.907
"13594","Eastwood",0.929
"13595","Loretto",NA
"13596","Anselma",0.906
"13597","Horsham",0.909
"13598","East Washington",0.916
"13599","Mount Carmel",0.911
"13600","Le Raysville",NA
"13601","Harleigh",NA
"13602","Ulster",NA
"13603","McDonald",0.933
"13604","Rosston",0.944
"13605","Aaronsburg",NA
"13606","Gratz",0.907
"13607","Alburtis",NA
"13608","Wyomissing",0.904
"13609","Bell Acres",0.929
"13610","West Pittston",NA
"13611","Carlisle",0.928
"13612","Mausdale",0.908
"13613","Washingtonville",0.911
"13614","Fullerton",NA
"13615","Lorane",0.904
"13616","Ligonier",0.928
"13617","Parkside",0.908
"13618","Hopeland",0.905
"13619","Mapletown",NA
"13620","Clarence",NA
"13621","Duryea",NA
"13622","New Bedford",NA
"13623","Edgely",0.915
"13624","Hickory Hill",0.913
"13625","Scottdale",NA
"13626","Hickory Hills",NA
"13627","Bethayres",0.909
"13628","Rennerdale",0.927
"13629","Dunmore",NA
"13630","Fayetteville",0.909
"13631","Chalkhill",NA
"13632","Ramblewood",0.929
"13633","Elgin",NA
"13634","Conway",0.932
"13635","Elim",0.939
"13636","Rothsville",0.907
"13637","Delano",0.912
"13638","Mechanicsburg",0.918
"13639","Altoona",0.928
"13640","Sabinsville",NA
"13641","Brandonville",0.917
"13642","Northampton",NA
"13643","McGovern",0.927
"13644","Strafford",0.907
"13645","Berwyn",0.904
"13646","Athens",NA
"13647","Tyrone",0.937
"13648","Corry",NA
"13649","Courtney",0.925
"13650","Heidelberg",0.927
"13651","Archbald",NA
"13652","Georgetown",NA
"13653","Moosic",NA
"13654","Millerton",NA
"13655","Lemont",NA
"13656","Tower City",0.919
"13657","Fairview",NA
"13658","Ancient Oaks",NA
"13659","Freeport",0.928
"13660","Finleyville",0.925
"13661","Oley",NA
"13662","Paintersville",NA
"13663","Morris",NA
"13664","Montandon",NA
"13665","Bristol",0.915
"13666","Audubon",0.907
"13667","Ashland",0.924
"13668","Park Forest Village",NA
"13669","Idaville",0.914
"13670","Juniata Terrace",NA
"13671","Locustdale",0.924
"13672","Wampum",NA
"13673","East Conemaugh",0.927
"13674","Unionville",NA
"13675","East York",0.908
"13676","Portland",NA
"13677","Towanda",NA
"13678","Thornburg",0.927
"13679","Russell",0.937
"13680","Williamsburg",0.919
"13681","Whitaker",0.925
"13682","Moshannon",NA
"13683","Forty Fort",NA
"13684","Gap",0.905
"13685","Confluence",NA
"13686","Eastlawn Gardens",NA
"13687","Nittany",NA
"13688","Dillsburg",0.923
"13689","Grassflat",NA
"13690","Kelton",0.915
"13691","Laurel Mountain Park",0.928
"13692","Lenape",0.906
"13693","Slovan",0.921
"13694","Macungie",NA
"13695","Warren",NA
"13696","Garrett",NA
"13697","Tylersburg",NA
"13698","West Middletown",0.876
"13699","Kratzerville",NA
"13700","Forbes Road",0.929
"13701","Port Carbon",0.903
"13702","Fort Loudon",NA
"13703","New Columbia",NA
"13704","Saltillo",NA
"13705","Hammersley Fork",NA
"13706","Quarryville",0.919
"13707","Jefferson Hills",0.925
"13708","Burnside",0.926
"13709","Sinking Spring",0.901
"13710","Slatington",NA
"13711","Braddock",0.925
"13712","Lemont Furnace",NA
"13713","Nicholson",NA
"13714","Cokeburg",0.926
"13715","Nescopeck",NA
"13716","Orrtanna",0.923
"13717","Graceton",0.928
"13718","Madison",0.926
"13719","Cochranton",NA
"13720","Duquesne",0.925
"13721","Swoyersville",NA
"13722","Wyndmoor",0.903
"13723","Walkers Mill",0.927
"13724","Landenberg",0.921
"13725","Wiconisco",0.92
"13726","Wyomissing Hills",0.9
"13727","Pine Grove Mills",0.936
"13728","Donaldson",0.916
"13729","Kerrtown",NA
